step,edge,vehCount,halting,meanSpeed,occupancy,flow_in_veh_s
20,C0C1,0,0,13.89,0.0,0.000000
20,C1B1,0,0,13.89,0.0,0.000000
20,C1C0,1,0,15.406348720666909,0.03581661891117479,0.000000
20,C1C2,0,0,13.89,0.0,0.000000
20,C2B2,0,0,13.89,0.0,0.000000
20,C2C1,2,0,7.559627520084254,0.039488614295303044,1000.000000
21,A0A1,1,0,15.518211843274296,0.03581661891117479,0.000000
21,A0B0,1,0,4.1262386267991,0.027454074107002187,1000.000000
21,A1A0,1,0,4.622023932781602,0.03581661891117479,0.000000
21,A1A2,0,0,13.89,0.011820518994749818,0.000000
21,A1B1,2,1,3.751058711136805,0.07374631268436578,0.000000
21,A2A1,0,0,13.89,0.0,0.000000
21,A2B2,1,0,3.82709354018189,0.005514724558258779,1000.000000
21,B0A0,1,0,13.304919274747387,0.03581661891117479,0.000000
